Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,16,Relevance,"Thu, Feb 21, 2013",2013,9.2,5.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,17,Proteus,"Thu, Mar 7, 2013",2013,8.4,3.5K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,18,All In,"Thu, Mar 14, 2013",2013,8.1,3.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,19,Trojan Horse,"Thu, Apr 4, 2013",2013,8.6,3.5K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,20,In Extremis,"Thu, Apr 25, 2013",2013,8.7,3.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,21,Zero Day,"Thu, May 2, 2013",2013,9.4,4.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2,22,God Mode,"Thu, May 9, 2013",2013,9.4,5.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,1,Liberty,"Tue, Sep 24, 2013",2013,8.2,3.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,2,Nothing to Hide,"Tue, Oct 1, 2013",2013,8.3,3.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,3,Lady Killer,"Tue, Oct 8, 2013",2013,8.5,3.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,4,Reasonable Doubt,"Tue, Oct 15, 2013",2013,7.9,3.4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,5,Razgovor,"Tue, Oct 22, 2013",2013,9.1,4.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,6,Mors Praematura,"Tue, Oct 29, 2013",2013,8.9,3.8K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,7,The Perfect Mark,"Tue, Nov 5, 2013",2013,8.5,3.5K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,8,Endgame,"Tue, Nov 12, 2013",2013,9.4,4.9K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,9,The Crossing,"Tue, Nov 19, 2013",2013,9.7,8.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,10,The Devil's Share,"Tue, Nov 26, 2013",2013,9.7,8K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,11,Lethe,"Tue, Dec 17, 2013",2013,9.1,4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,12,Aletheia,"Tue, Jan 7, 2014",2014,9.1,3.9K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,13,4C,"Tue, Jan 14, 2014",2014,8.8,3.8K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,14,Provenance,"Tue, Feb 4, 2014",2014,8.0,3.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,15,Last Call,"Tue, Feb 25, 2014",2014,8.4,3.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,16,RAM,"Tue, Mar 4, 2014",2014,9.2,4.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,17,Root Path,"Tue, Mar 18, 2014",2014,9.0,3.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,18,Allegiance,"Tue, Mar 25, 2014",2014,8.1,3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,19,Most Likely to...,"Tue, Apr 1, 2014",2014,8.5,3.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,20,Death Benefit,"Tue, Apr 15, 2014",2014,9.1,3.8K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,21,Beta,"Tue, Apr 29, 2014",2014,9.2,3.8K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,22,A House Divided,"Tue, May 6, 2014",2014,9.1,3.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3,23,Deus Ex Machina,"Tue, May 13, 2014",2014,9.6,7.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,1,Panopticon,"Tue, Sep 23, 2014",2014,8.8,4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,2,Nautilus,"Tue, Sep 30, 2014",2014,8.8,3.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,3,Wingman,"Tue, Oct 7, 2014",2014,8.4,3.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,4,Brotherhood,"Tue, Oct 14, 2014",2014,8.2,3.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,5,Prophets,"Tue, Oct 21, 2014",2014,9.0,3.8K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,6,Pretenders,"Tue, Oct 28, 2014",2014,8.6,3.4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,7,Honor Among Thieves,"Tue, Nov 11, 2014",2014,8.6,3.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,8,Point of Origin,"Tue, Nov 18, 2014",2014,8.6,3.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,9,The Devil You Know,"Tue, Nov 25, 2014",2014,9.4,4.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,10,The Cold War,"Tue, Dec 16, 2014",2014,9.1,3.9K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,11,If-Then-Else,"Tue, Jan 6, 2015",2015,9.8,15K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,12,Control-Alt-Delete,"Tue, Jan 13, 2015",2015,9.2,4.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,13,M.I.A.,"Tue, Feb 3, 2015",2015,8.7,3.4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,14,Guilty,"Tue, Feb 10, 2015",2015,8.3,3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,15,Q & A,"Tue, Feb 17, 2015",2015,8.6,3.2K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,16,Blunt,"Tue, Feb 24, 2015",2015,7.9,3.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,17,Karma,"Tue, Mar 10, 2015",2015,8.2,2.9K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,18,Skip,"Tue, Mar 24, 2015",2015,8.6,3.4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,19,Search and Destroy,"Tue, Apr 7, 2015",2015,8.7,3.3K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,20,Terra Incognita,"Tue, Apr 14, 2015",2015,8.8,4.4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,21,Asylum,"Tue, Apr 28, 2015",2015,9.5,5.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",4,22,YHWH,"Tue, May 5, 2015",2015,9.7,9.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,1,B.S.O.D.,"Tue, May 3, 2016",2016,9.1,5K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,2,SNAFU,"Mon, May 9, 2016",2016,9.1,4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,3,Truth Be Told,"Tue, May 10, 2016",2016,8.5,3.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,4,"6,741","Mon, May 16, 2016",2016,9.3,5.9K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,5,ShotSeeker,"Tue, May 17, 2016",2016,8.7,3.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,6,A More Perfect Union,"Mon, May 23, 2016",2016,8.3,3.4K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,7,QSO,"Tue, May 24, 2016",2016,8.8,3.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,8,Reassortment,"Tue, May 24, 2016",2016,8.7,3.5K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,9,Sotto Voce,"Mon, May 30, 2016",2016,9.2,4.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,10,The Day the World Went Away,"Tue, May 31, 2016",2016,9.7,7.6K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,11,Synecdoche,"Tue, Jun 7, 2016",2016,9.2,4.1K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,12,.exe,"Tue, Jun 14, 2016",2016,9.5,4.7K
Person of Interest,tt1839578,"Artificial Intelligence, Cyber Thriller, Spy, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",5,13,Return 0,"Tue, Jun 21, 2016",2016,9.8,14K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,1,Episode #1.1,"Sun, Jan 9, 2011",2011,8.3,3.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,2,Episode #1.2,"Sun, Jan 9, 2011",2011,8.2,3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,3,Episode #1.3,"Sun, Jan 16, 2011",2011,8.4,3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,4,Episode #1.4,"Sun, Jan 16, 2011",2011,8.1,2.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,5,Episode #1.5,"Sun, Jan 23, 2011",2011,8.4,2.6K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,6,Episode #1.6,"Sun, Jan 23, 2011",2011,8.5,2.6K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",1,7,Episode #1.7,"Sun, Jan 30, 2011",2011,8.8,2.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,1,Episode #2.1,"Sun, Jan 8, 2012",2012,8.5,2.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,2,Episode #2.2,"Sun, Jan 8, 2012",2012,8.1,2.4K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,3,Episode #2.3,"Sun, Jan 15, 2012",2012,8.0,2.3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,4,Episode #2.4,"Sun, Jan 22, 2012",2012,8.3,2.3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,5,Episode #2.5,"Sun, Jan 29, 2012",2012,8.5,2.4K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,6,Episode #2.6,"Sun, Feb 5, 2012",2012,8.0,2.3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,7,Episode #2.7,"Sun, Feb 12, 2012",2012,8.2,2.3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,8,Episode #2.8,"Sun, Feb 12, 2012",2012,8.7,2.5K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",2,9,Christmas at Downton Abbey,"Sun, Feb 19, 2012",2012,9.0,3.2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,1,Episode #3.1,"Sun, Jan 6, 2013",2013,8.5,2.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,2,Episode #3.2,"Sun, Jan 6, 2013",2013,8.1,2.2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,3,Episode #3.3,"Sun, Jan 13, 2013",2013,8.4,2.2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,4,Episode #3.4,"Sun, Jan 20, 2013",2013,8.0,2.1K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,5,Episode #3.5,"Sun, Jan 27, 2013",2013,9.0,2.6K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,6,Episode #3.6,"Sun, Feb 3, 2013",2013,8.2,2.1K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,7,Episode #3.7,"Sun, Feb 10, 2013",2013,8.1,2.1K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,8,Episode #3.8,"Sun, Feb 10, 2013",2013,8.3,2.2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",3,9,A Journey to the Highlands,"Sun, Feb 17, 2013",2013,8.2,2.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,1,Episode #4.1,"Sun, Jan 5, 2014",2014,8.1,2.2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,2,Episode #4.2,"Sun, Jan 5, 2014",2014,7.9,1.9K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,3,Episode #4.3,"Sun, Jan 12, 2014",2014,8.0,2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,4,Episode #4.4,"Sun, Jan 19, 2014",2014,7.8,1.9K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,5,Episode #4.5,"Sun, Jan 26, 2014",2014,8.1,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,6,Episode #4.6,"Sun, Feb 2, 2014",2014,8.1,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,7,Episode #4.7,"Sun, Feb 9, 2014",2014,8.1,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,8,Episode #4.8,"Sun, Feb 16, 2014",2014,8.2,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",4,9,The London Season,"Sun, Feb 23, 2014",2014,8.4,2.2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,1,Episode #5.1,"Sun, Jan 4, 2015",2015,8.2,2K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,2,Episode #5.2,"Sun, Jan 11, 2015",2015,7.9,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,3,Episode #5.3,"Sun, Jan 18, 2015",2015,8.0,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,4,Episode #5.4,"Sun, Jan 25, 2015",2015,8.0,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,5,Episode #5.5,"Sun, Feb 1, 2015",2015,8.0,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,6,Episode #5.6,"Sun, Feb 8, 2015",2015,8.2,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,7,Episode #5.7,"Sun, Feb 15, 2015",2015,8.3,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,8,Episode #5.8,"Sun, Feb 22, 2015",2015,8.6,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",5,9,A Moorland Holiday,"Sun, Mar 1, 2015",2015,8.9,2.3K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,1,Episode #6.1,"Sun, Jan 3, 2016",2016,8.3,1.9K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,2,Episode #6.2,"Sun, Jan 10, 2016",2016,8.0,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,3,Episode #6.3,"Sun, Jan 17, 2016",2016,8.6,1.8K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,4,Episode #6.4,"Sun, Jan 24, 2016",2016,8.3,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,5,Episode #6.5,"Sun, Jan 31, 2016",2016,8.5,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,6,Episode #6.6,"Sun, Feb 7, 2016",2016,8.2,1.6K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,7,Episode #6.7,"Sun, Feb 14, 2016",2016,8.4,1.7K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,8,Episode #6.8,"Sun, Feb 21, 2016",2016,9.0,2.1K
Downton Abbey,tt1606375,"Costume Drama, Period Drama, Drama, Romance",6,9,Christmas Special,"Sun, Mar 6, 2016",2016,9.3,2.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,1,Flowers for Your Grave,"Mon, Mar 9, 2009",2009,8.3,3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,2,Nanny McDead,"Mon, Mar 16, 2009",2009,7.6,2.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,3,Hedge Fund Homeboys,"Mon, Mar 23, 2009",2009,7.6,2.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,4,Hell Hath No Fury,"Mon, Mar 30, 2009",2009,7.6,2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,5,A Chill Goes Through Her Veins,"Mon, Apr 6, 2009",2009,8.0,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,6,Always Buy Retail,"Mon, Apr 13, 2009",2009,7.6,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,7,Home Is Where the Heart Stops,"Mon, Apr 20, 2009",2009,8.0,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,8,Ghosts,"Mon, Apr 27, 2009",2009,7.8,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,9,Little Girl Lost,"Mon, May 4, 2009",2009,7.7,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",1,10,A Death in the Family,"Mon, May 11, 2009",2009,8.2,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,1,Deep in Death,"Mon, Sep 21, 2009",2009,8.0,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,2,The Double Down,"Mon, Sep 28, 2009",2009,8.2,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,3,Inventing the Girl,"Mon, Oct 5, 2009",2009,7.7,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,4,Fool Me Once...,"Mon, Oct 12, 2009",2009,8.3,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,5,When the Bough Breaks,"Mon, Oct 19, 2009",2009,8.2,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,6,Vampire Weekend,"Mon, Oct 26, 2009",2009,8.4,2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,7,Famous Last Words,"Mon, Nov 2, 2009",2009,7.6,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,8,Kill the Messenger,"Mon, Nov 9, 2009",2009,7.8,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,9,Love Me Dead,"Mon, Nov 16, 2009",2009,8.0,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,10,One Man's Treasure,"Mon, Nov 23, 2009",2009,8.0,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,11,The Fifth Bullet,"Mon, Dec 7, 2009",2009,8.4,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,12,A Rose for Everafter,"Mon, Jan 11, 2010",2010,8.3,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,13,Sucker Punch,"Mon, Jan 18, 2010",2010,8.7,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,14,The Third Man,"Mon, Jan 25, 2010",2010,8.2,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,15,Suicide Squeeze,"Mon, Feb 8, 2010",2010,7.5,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,16,The Mistress Always Spanks Twice,"Mon, Mar 8, 2010",2010,7.9,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,17,"Tick, Tick, Tick...","Mon, Mar 22, 2010",2010,9.0,2.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,18,Boom!,"Mon, Mar 29, 2010",2010,8.9,2.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,19,Wrapped Up in Death,"Mon, Apr 5, 2010",2010,7.9,1.6K
